Time,Close,High,Low,Open,Volume
2000-01-01,6.124869346618652,7.419468912484939,6.124869346618652,6.5817866573654,15345300
2000-02-01,5.874654769897461,6.69057904349433,5.874654769897461,6.309814589982731,23581500
2000-03-01,6.527393817901611,6.951674167064902,5.765864331646162,5.885533882308527,36178500
2000-04-01,7.6049394607543945,7.7145203035788095,6.662540575696201,6.684457120478486,24639900
2000-05-01,7.999435901641846,8.667881730667675,7.32003148170874,7.539194521444214,33354600
2000-06-01,7.922729969024658,8.547343399754704,7.725483457470597,8.05422743438424,24694500
2000-07-01,7.9983367919921875,8.461050350035299,7.4915546756617655,7.82206445003504,17876700
2000-08-01,8.097487449645996,8.372912402963637,7.502570256524766,7.998334794258194,24820200
2000-09-01,8.638352394104004,9.192092720952342,8.162135193375713,8.306108071253849,29225700
2000-10-01,8.527604103088379,8.837699143403825,8.084612093645967,8.660501705921103,21485400
2000-11-01,8.649422645568848,8.970591506388946,8.195354992132549,8.494374582271103,25705200
2000-12-01,8.780832290649414,9.404059991583678,8.45808986307345,8.791961822973585,22573200
2001-01-01,7.801476955413818,8.836479802463732,7.578895800695085,8.836479802463732,41985600
2001-02-01,8.41135025024414,8.569382392029821,7.772541542034974,7.890509394492295,19480800
2001-03-01,8.558250427246094,8.925509677495128,8.162055796536945,8.402443356811322,25151100
2001-04-01,9.396903991699219,9.732507705688477,8.390092849731445,8.680949444529688,24336300
2001-05-01,9.229103088378906,9.620640581787502,8.736884726415155,9.39690496271307,22683000
2001-06-01,8.69213581085205,9.484160757608926,8.6809491914088,9.229101865600555,29748600
2001-07-01,9.660872459411621,9.764317780824454,8.545464862536646,8.747857574984552,24188700
2001-08-01,9.366279602050781,9.759821194331062,9.0514469716153,9.613648419087317,27340200
2001-09-01,9.6610746383667,10.508537325942724,9.209094322805244,9.548079397835656,26255700
2001-10-01,9.954859733581543,10.429438613349673,9.337906478664129,9.661072684856018,26266500
2001-11-01,9.642993927001953,10.33452303451722,9.017001699489118,9.954860172584851,36619800
2001-12-01,10.063131332397461,10.26525660590816,9.402248476808879,9.595289461063372,24548100
2002-01-01,9.686132431030273,10.106280621863329,9.340928809932914,10.04950397980688,17294400
2002-02-01,10.287972450256348,10.367460180745823,9.379542451359335,9.640715401916305,16968000
2002-03-01,10.7762451171875,10.867087982380136,10.106278174192521,10.276608708868572,17946600
2002-04-01,10.693599700927734,11.17728736589524,10.198504486596843,10.921754604726459,18390600
2002-05-01,10.408407211303711,11.266267208496389,10.408407211303711,10.474571781940947,20103300
2002-06-01,10.789422035217285,10.789422035217285,9.98403724679777,10.428938084990449,19949100
2002-07-01,9.879154205322266,10.796012837573764,8.827058857595343,10.782260295821096,21605400
2002-08-01,10.099202156066895,10.16108958609701,9.546794002101397,9.856233775406546,15751800
2002-09-01,10.571090698242188,10.727699298021179,9.898594287336483,10.018353804814534,16724700
2002-10-01,9.659073829650879,10.617151211540014,9.569254692830192,10.490482336418808,20197200
2002-11-01,10.020658493041992,10.294723756211948,9.592287505516868,9.707441237680237,13078200
2002-12-01,10.380337715148926,10.528430441241218,10.067955851998402,10.19753640805838,11365200
2003-01-01,10.549253463745117,10.616357500403872,10.061011717017593,10.49371895160885,14430600
2003-02-01,10.968082427978516,11.060639996211387,10.350259832494158,10.5284336478604,19716300
2003-03-01,11.00485897064209,11.039721382380696,10.670181413819956,10.958376641584213,17813700
2003-04-01,10.11005687713623,11.01647590255812,10.04033208097111,11.004854659900642,19325100
2003-05-01,10.763145446777344,10.763145446777344,10.051954814232458,10.168161938480093,19485600
2003-06-01,10.94675350189209,10.981615907603658,10.528406628188524,10.723635169250189,19885800
2003-07-01,11.127443313598633,11.267557224166598,10.65338882201127,10.919606855576035,15196500
2003-08-01,11.650538444519043,12.026514424036192,10.975653350102604,11.129779730028737,17095800
