Date,Value,labels
06-01-11,0.021190000000000001,5/31/11 10:00
07-01-11,0.019465000000000000,6/30/11 10:00
08-01-11,0.029340000000000001,7/31/11 10:00
09-01-11,0.02773200000000000,8/31/11 10:00
10-01-11,0.03414600000000000,9/30/11 10:00
11-01-11,0.03178500000000000,10/31/11 10:00
12-01-11,0.029291999999999999,11/30/11 10:00
01-01-12,0.029149999999999999,12/31/11 10:00
02-01-12,0.01932400000000000,1/31/12 10:00
03-01-12,0.016867000000000000,2/29/12 10:00
04-01-12,0.007937000000000000,3/31/12 10:00
05-01-12,0.003965000000000000,4/30/12 10:00
06-01-12,0.012769000000000001,5/31/12 10:00
07-01-12,0.008751000000000000,6/30/12 10:00
08-01-12,0.010293000000000000,7/31/12 10:00
09-01-12,0.014286000000000000,8/31/12 10:00
10-01-12,0.006289000000000000,9/30/12 10:00
11-01-12,0.005529000000000000,10/31/12 10:00
12-01-12,0,11/30/12 10:00
01-01-13,-0.004721000000000000,12/31/12 10:00
02-01-13,0.008689000000000001,1/31/13 10:00
03-01-13,0.011847999999999999,2/28/13 10:00
04-01-13,0.013386000000000000,3/31/13 10:00
05-01-13,0.022907000000000000,4/30/13 10:00
06-01-13,0.022852999999999998,5/31/13 10:00
07-01-13,0.022082000000000001,6/30/13 10:00
08-01-13,0.014107000000000000,7/31/13 10:00
09-01-13,0.013302000000000000,8/31/13 10:00
10-01-13,0.01015600,9/30/13 10:00
11-01-13,0.01728200000000000,10/31/13 10:00
12-01-13,0.020552999999999998,11/30/13 10:00
01-01-14,0.026877000000000002,12/31/13 10:00
02-01-14,0.02427600000000000,1/31/14 10:00
03-01-14,0.039032000000000,2/28/14 10:00
04-01-14,0.027195000000000000,3/31/14 10:00
05-01-14,0.025482999999999999,4/30/14 10:00
06-01-14,0.01926000000000000,5/31/14 10:00
07-01-14,0.02546300000000000,6/30/14 10:00
08-01-14,0.025502000000000000,7/31/14 10:00
09-01-14,0.026255000000000001,8/31/14 10:00
10-01-14,0.030162000000000001,9/30/14 10:00
11-01-14,0.020077000000000001,10/31/14 10:00
12-01-14,0.018589999999999999,11/30/14 10:00
01-01-15,0.008468000000000000,12/31/14 10:00
02-01-15,0.009174000000000000,1/31/15 10:00
03-01-15,-0.0007510000000000000,2/28/15 10:00
04-01-15,0.00680800000000000,3/31/15 10:00
05-01-15,0.006024000000000000,4/30/15 10:00
06-01-15,0.016629000000000001,5/31/15 10:00
07-01-15,0.012792000000000000,6/30/15 10:00
08-01-15,0.01733200000000000,7/31/15 10:00
09-01-15,0.012792000000000000,8/31/15 10:00
10-01-15,0.014264000000000001,9/30/15 10:00
11-01-15,0.01968200000000000,10/31/15 10:00
12-01-15,0.015209000000000000,11/30/15 10:00
01-01-16,0.020611000000000001,12/31/15 10:00
02-01-16,0.013636000000000001,1/31/16 10:00
03-01-16,0.015037999999999999,2/29/16 10:00
04-01-16,0.015025999999999999,3/31/16 10:00
05-01-16,0.014970000000000001,4/30/16 10:00
06-01-16,0.013383000000000001,5/31/16 10:00
07-01-16,0.007429000000000000,6/30/16 10:00
08-01-16,0.006667000000000000,7/31/16 10:00
09-01-16,0.005201000000000000,8/31/16 10:00
10-01-16,0.0051809999999999998,9/30/16 10:00
11-01-16,0.0022269999999999998,10/31/16 10:00
12-01-16,0.010487000000000000,11/30/16 10:00
01-01-17,0.02468200000000000,12/31/16 10:00
02-01-17,0.021673999999999999,1/31/17 10:00
03-01-17,0.013332999999999999,2/28/17 10:00
04-01-17,0.017024000000000001,3/31/17 10:00
05-01-17,0.011799000000000000,4/30/17 10:00
06-01-17,0.004402000000000000,5/31/17 10:00
07-01-17,0.01032400000000000,6/30/17 10:00
08-01-17,0.011037999999999999,7/31/17 10:00
09-01-17,0.012565000000000000,8/31/17 10:00
10-01-17,0.013254999999999999,9/30/17 10:00
11-01-17,0.025184999999999999,10/31/17 10:00
12-01-17,0.02001500000000000,11/30/17 10:00
01-01-18,0.013868999999999999,12/31/17 10:00
02-01-18,0.021946000000000000,1/31/18 10:00
03-01-18,0.02266100000000000,2/28/18 10:00
04-01-18,0.023290000000000002,3/31/18 10:00
05-01-18,0.025510000000000001,4/30/18 10:00
06-01-18,0.027757000000000000,5/31/18 10:00
07-01-18,0.035035999999999998,6/30/18 10:00
08-01-18,0.03056800000000000,7/31/18 10:00
09-01-18,0.029926999999999999,8/31/18 10:00
10-01-18,0.027616000000000002,9/30/18 10:00
11-01-18,0.016618000000000001,10/31/18 10:00
12-01-18,0.021076000000000001,11/30/18 10:00
01-01-19,0.011519000000000000,12/31/18 10:00
02-01-19,0.0164640000000000,1/31/19 10:00
03-01-19,0.0228730000000000,2/28/19 10:00
04-01-19,0.022048000000000002,3/31/19 10:00
05-01-19,0.023453999999999999,4/30/19 10:00
06-01-19,0.014215000000000000,5/31/19 10:00
07-01-19,0.012694000000000000,6/30/19 10:00
08-01-19,0.012711999999999999,7/31/19 10:00
09-01-19,0.012756999999999999,8/31/19 10:00
10-01-19,0.015559000000000000,9/30/19 10:00
11-01-19,0.02061100000000000,10/31/19 10:00
12-01-19,0.022776000000000001,11/30/19 10:00
01-01-20,0.0298930000000000,12/31/19 10:00
02-01-20,0.02464800000000000,1/31/20 10:00
03-01-20,0.0069880000000000003,2/29/20 10:00
04-01-20,-0.0048710000000000003,3/31/20 10:00
05-01-20,0.0006940000000000000,4/30/20 10:00
06-01-20,0.0161180000000000,5/31/20 10:00
07-01-20,0.009053000000000000,6/30/20 10:00
08-01-20,0.005579000000000000,7/31/20 10:00
09-01-20,0.01469600000000000,8/31/20 10:00
10-01-20,0.011142000000000001,9/30/20 10:00
11-01-20,0.012534999999999999,10/31/20 10:00
12-01-20,0.007655000000000000,11/30/20 10:00
01-01-21,0.007602000000000000,12/31/20 10:00
02-01-21,0.006186000000000000,1/31/21 10:00
03-01-21,0.01943100000000000,2/28/21 10:00
04-01-21,0.032867000000000000,3/31/21 10:00
05-01-21,0.031227999999999999,4/30/21 10:00
06-01-21,0.02689700000000000,5/31/21 10:00
07-01-21,0.037267000000000002,6/30/21 10:00
08-01-21,0.047156999999999998,7/31/21 10:00
09-01-21,0.04,8/31/21 10:00
10-01-21,0.04338800000000000,9/30/21 10:00
11-01-21,0.04264100000000000,10/31/21 10:00
12-01-21,0.04765200000000000,11/30/21 10:00
01-01-22,0.04801100000000000,12/31/21 10:00
02-01-22,0.055328000000000002,1/31/22 10:00
03-01-22,0.0653510000000000,2/28/22 10:00
04-01-22,0.06296499999999999,3/31/22 10:00
05-01-22,0.07133200000000001,4/30/22 10:00
06-01-22,0.08394900000000000,5/31/22 10:00
07-01-22,0.07385200000000000,6/30/22 10:00
08-01-22,0.059603000000000003,7/31/22 10:00
09-01-22,0.0616710000000000,8/31/22 10:00
10-01-22,0.06798700000000001,9/30/22 10:00
11-01-22,0.06596299999999999,10/31/22 10:00
12-01-22,0.05998700000000000,11/30/22 10:00
01-01-23,0.05039300000000000,12/31/22 10:00
02-01-23,0.036246000000000000,1/31/23 10:00
03-01-23,0.033227000000000000,2/28/23 10:00
04-01-23,0.04267500000000000,3/31/23 10:00
05-01-23,0.03077900000000000,4/30/23 10:00
06-01-23,0.01858700000000000,5/31/23 10:00
07-01-23,0.028500999999999999,6/30/23 10:00
08-01-23,0.0425,7/31/23 10:00
09-01-23,0.03685200000000000,8/31/23 10:00
10-01-23,0.021014000000000001,9/30/23 10:00
11-01-23,0.024752000000000000,10/31/23 10:00
12-01-23,0.029850999999999999,11/30/23 10:00
01-01-24,0.03364500000000000,12/31/23 10:00
02-01-24,0.04184900000000000,1/31/24 10:00
03-01-24,0.03463200000000000,2/29/24 10:00
04-01-24,0.029933000000000001,3/31/24 10:00
05-01-24,0.030469000000000000,4/30/24 10:00
06-01-24,0.030414000000000000,5/31/24 10:00
07-01-24,0.02650600000000000,6/30/24 10:00
08-01-24,0.02038400000000000,7/31/24 10:00
09-01-24,0.01927700000000000,8/31/24 10:00
10-01-24,0.029661000000000000,9/30/24 10:00
11-01-24,0.027778000000000001,10/31/24 10:00
12-01-24,0.024757999999999999,11/30/24 10:00
01-01-25,0.02531600000000000,12/31/24 10:00
