Period,Year,Month,Oil Type,Volume (m3/d),Volume (bbl/d)
11-01-17,2017,November,Medium,6614.547333,41624.400488
11-01-17,2017,November,Heavy,385213.040587,2424090.578953
11-01-17,2017,November,Total,510358.200148,3211611.172313
12-01-17,2017,December,Light,114876.782065,722903.162158
12-01-17,2017,December,Medium,5776.884516,36353.108166
12-01-17,2017,December,Heavy,426447.552947,2683573.468697
12-01-17,2017,December,Total,547101.219528,3442829.739021
01-01-18,2018,January,Light,130543.065018,821488.840504
01-01-18,2018,January,Medium,6639.802903,41783.330178
01-01-18,2018,January,Heavy,406627.450001,2558848.395131
01-01-18,2018,January,Total,543810.317922,3422120.565814
02-01-18,2018,February,Light,126799.631370,797931.947870
02-01-18,2018,February,Medium,5537.340357,34845.691028
02-01-18,2018,February,Heavy,424058.070586,2668536.797898
02-01-18,2018,February,Total,556395.042314,3501314.436795
03-01-18,2018,March,Light,114854.406143,722762.353681
03-01-18,2018,March,Medium,10708.589677,67387.623512
03-01-18,2018,March,Heavy,456836.429693,2874806.324454
03-01-18,2018,March,Total,582399.425514,3664956.301646
04-01-18,2018,April,Light,141685.516026,891606.691324
04-01-18,2018,April,Medium,10258.910000,64557.853606
04-01-18,2018,April,Heavy,427787.161256,2692003.432224
04-01-18,2018,April,Total,579731.587282,3648167.977154
05-01-18,2018,May,Light,119721.584226,753390.809352
05-01-18,2018,May,Medium,11027.538741,69394.724365
05-01-18,2018,May,Heavy,452863.026905,2849802.268902
05-01-18,2018,May,Total,583612.149873,3672587.802619
06-01-18,2018,June,Light,120819.177234,760297.805193
06-01-18,2018,June,Medium,15743.997666,99074.725925
06-01-18,2018,June,Heavy,438563.343207,2759816.404247
06-01-18,2018,June,Total,575126.518108,3619188.935365
07-01-18,2018,July,Light,118495.040174,745672.343030
07-01-18,2018,July,Medium,13386.271935,84237.895053
07-01-18,2018,July,Heavy,440759.526959,2773636.674546
07-01-18,2018,July,Total,572640.839070,3603546.912629
08-01-18,2018,August,Light,120415.364879,757756.671792
08-01-18,2018,August,Medium,11276.291935,70960.092640
08-01-18,2018,August,Heavy,455718.093769,2867768.796407
08-01-18,2018,August,Total,587409.750585,3696485.560839
09-01-18,2018,September,Light,112454.111943,707657.645524
09-01-18,2018,September,Medium,11062.926666,69617.415515
09-01-18,2018,September,Heavy,435044.483808,2737672.725246
09-01-18,2018,September,Total,558561.522418,3514947.786285
10-01-18,2018,October,Light,108724.649671,684188.672760
10-01-18,2018,October,Medium,5724.856774,36025.705025
10-01-18,2018,October,Heavy,450564.508275,2835338.019855
10-01-18,2018,October,Total,565014.014721,3555552.397640
11-01-18,2018,November,Light,124111.660621,781016.932324
11-01-18,2018,November,Medium,11053.970333,69561.054590
11-01-18,2018,November,Heavy,465678.539681,2930448.458183
11-01-18,2018,November,Total,600844.170636,3781026.445097
12-01-18,2018,December,Light,120745.725084,759835.581319
12-01-18,2018,December,Medium,14346.150967,90278.276540
12-01-18,2018,December,Heavy,464757.388809,2924651.787470
12-01-18,2018,December,Total,599849.264861,3774765.645329
01-01-19,2019,January,Light,130163.338301,819099.274576
01-01-19,2019,January,Medium,16302.259032,102587.784867
01-01-19,2019,January,Heavy,456383.352139,2871955.172193
01-01-19,2019,January,Total,602848.949473,3793642.231636
02-01-19,2019,February,Light,139252.507170,876296.114512
02-01-19,2019,February,Medium,15155.589285,95371.956126
02-01-19,2019,February,Heavy,408930.737877,2573342.656366
02-01-19,2019,February,Total,563338.834332,3545010.727004
03-01-19,2019,March,Light,138247.145108,869969.514825
03-01-19,2019,March,Medium,11850.451258,74573.195152
03-01-19,2019,March,Heavy,441074.319205,2775617.617131
03-01-19,2019,March,Total,591171.915571,3720160.327109
04-01-19,2019,April,Light,145127.501774,913266.615435
04-01-19,2019,April,Medium,14577.574666,91734.592784
04-01-19,2019,April,Heavy,440388.281882,2771300.482363
04-01-19,2019,April,Total,600093.358323,3776301.690582
05-01-19,2019,May,Light,142998.957521,899871.990833
05-01-19,2019,May,Medium,12950.108874,81493.183284
05-01-19,2019,May,Heavy,447663.050908,2817079.563550
05-01-19,2019,May,Total,603612.117304,3798444.737667
06-01-19,2019,June,Light,143334.160938,901981.378002
06-01-19,2019,June,Medium,9450.429377,59470.200661
06-01-19,2019,June,Heavy,458408.388043,2884698.433561
06-01-19,2019,June,Total,611192.978360,3846150.012224
07-01-19,2019,July,Light,134402.829231,845777.784751
07-01-19,2019,July,Medium,11856.401000,74610.636028
07-01-19,2019,July,Heavy,476236.995350,2996891.309852
07-01-19,2019,July,Total,622496.225582,3917279.730630
08-01-19,2019,August,Light,141256.616815,888907.689926
08-01-19,2019,August,Medium,10307.815633,64865.609762
08-01-19,2019,August,Heavy,445225.922828,2801743.065054
08-01-19,2019,August,Total,596790.355277,3755516.364742
09-01-19,2019,September,Light,125388.918394,789054.532839
09-01-19,2019,September,Medium,9525.314920,59941.444672
09-01-19,2019,September,Heavy,455713.709812,2867741.208790
09-01-19,2019,September,Total,590627.943126,3716737.186301
10-01-19,2019,October,Light,128484.235249,808532.919179
10-01-19,2019,October,Medium,14714.213225,92594.439698
10-01-19,2019,October,Heavy,442671.777412,2785670.193190
10-01-19,2019,October,Total,585870.225887,3686797.552066
11-01-19,2019,November,Light,121543.535308,764856.086974
11-01-19,2019,November,Medium,9250.386166,58211.357342
11-01-19,2019,November,Heavy,434399.132517,2733611.621856
11-01-19,2019,November,Total,565193.053993,3556679.066172
12-01-19,2019,December,Light,142307.554915,895521.093101
12-01-19,2019,December,Medium,9165.012580,57674.113573
12-01-19,2019,December,Heavy,485673.095719,3056271.340111
12-01-19,2019,December,Total,637145.663215,4009466.546785
01-01-20,2020,January,Light,126355.263211,795135.602585
01-01-20,2020,January,Medium,12815.127838,80643.766926
01-01-20,2020,January,Heavy,488030.803441,3071108.057654
01-01-20,2020,January,Total,627201.194491,3946887.427165
02-01-20,2020,February,Light,144250.008937,907744.678492
02-01-20,2020,February,Medium,11027.135551,69392.187147
02-01-20,2020,February,Heavy,498604.379384,3137646.059040
02-01-20,2020,February,Total,653881.523873,4114782.924678
03-01-20,2020,March,Light,143164.364653,900912.874260
03-01-20,2020,March,Medium,6706.193870,42201.119044
03-01-20,2020,March,Heavy,482861.698284,3038579.618083
03-01-20,2020,March,Total,632732.256809,3981693.611388
04-01-20,2020,April,Light,134111.854752,843946.723963
04-01-20,2020,April,Medium,8472.924966,53318.905187
04-01-20,2020,April,Heavy,430996.265462,2712197.866088
04-01-20,2020,April,Total,573581.045181,3609463.495238
05-01-20,2020,May,Light,147376.143174,927416.994207
05-01-20,2020,May,Medium,7926.483161,49880.225047
05-01-20,2020,May,Heavy,379517.884553,2388251.776435
05-01-20,2020,May,Total,534820.510888,3365548.995688
06-01-20,2020,June,Light,134131.532133,844070.550907
06-01-20,2020,June,Medium,7972.845833,50171.978712
06-01-20,2020,June,Heavy,399313.593871,2512823.344391
06-01-20,2020,June,Total,541417.971838,3407065.874010
07-01-20,2020,July,Light,141553.297218,890774.657275
07-01-20,2020,July,Medium,10447.050774,65741.796594
07-01-20,2020,July,Heavy,421809.449941,2654386.549730
07-01-20,2020,July,Total,573809.797934,3610903.003600
08-01-20,2020,August,Light,150384.670661,946349.227466
08-01-20,2020,August,Medium,12268.088000,77201.323447
08-01-20,2020,August,Heavy,400286.328741,2518944.625825
08-01-20,2020,August,Total,562939.087403,3542495.176738
09-01-20,2020,September,Light,130291.454262,819905.489994
09-01-20,2020,September,Medium,12580.555400,79167.636113
09-01-20,2020,September,Heavy,392966.733833,2472883.461772
09-01-20,2020,September,Total,535838.743495,3371956.587879
10-01-20,2020,October,Light,105542.192383,664161.924136
10-01-20,2020,October,Medium,14054.284612,88441.603306
10-01-20,2020,October,Heavy,454230.749995,2858409.154727
10-01-20,2020,October,Total,573827.226992,3611012.682169
11-01-20,2020,November,Light,122969.750855,773831.057462
11-01-20,2020,November,Medium,17247.982366,108539.086572
11-01-20,2020,November,Heavy,459482.436417,2891457.266384
11-01-20,2020,November,Total,599700.169639,3773827.410418
12-01-20,2020,December,Light,124431.885146,783032.059467
12-01-20,2020,December,Medium,9910.922709,62368.019350
12-01-20,2020,December,Heavy,467828.066663,2943975.124102
12-01-20,2020,December,Total,602170.874519,3789375.202918
01-01-21,2021,January,Light,126963.817511,798965.147774
01-01-21,2021,January,Medium,13421.944838,84462.379532
01-01-21,2021,January,Heavy,479518.674843,3017542.449622
01-01-21,2021,January,Total,619904.437194,3900969.976928
02-01-21,2021,February,Light,135242.126544,851059.362722
02-01-21,2021,February,Medium,7906.612000,49755.178670
02-01-21,2021,February,Heavy,453424.336838,2853334.512047
02-01-21,2021,February,Total,596573.075383,3754149.053439
03-01-21,2021,March,Light,103119.323995,648915.159840
03-01-21,2021,March,Medium,7875.509096,49559.452548
03-01-21,2021,March,Heavy,473616.624651,2980401.691757
03-01-21,2021,March,Total,584611.457744,3678876.304145
04-01-21,2021,April,Light,100275.349316,631018.433875
04-01-21,2021,April,Medium,6674.664000,42002.706075
04-01-21,2021,April,Heavy,476467.619946,2998342.597453
04-01-21,2021,April,Total,583417.633263,3671363.737404
05-01-21,2021,May,Light,120725.231680,759706.619257
05-01-21,2021,May,Medium,8916.169161,56108.177520
05-01-21,2021,May,Heavy,461593.282197,2904740.517028
05-01-21,2021,May,Total,591234.683038,3720555.313804
06-01-21,2021,June,Light,123817.013451,779162.759819
06-01-21,2021,June,Medium,8023.384833,50490.013412
06-01-21,2021,June,Heavy,467401.251623,2941289.238087
06-01-21,2021,June,Total,599241.649908,3770942.011319
07-01-21,2021,July,Light,114334.795852,719492.520421
07-01-21,2021,July,Medium,11683.556967,73522.953249
07-01-21,2021,July,Heavy,468513.748006,2948290.018738
07-01-21,2021,July,Total,594532.100826,3741305.492408
08-01-21,2021,August,Light,122249.116921,769296.211164
08-01-21,2021,August,Medium,4187.639322,26352.215425
08-01-21,2021,August,Heavy,465491.005608,2929268.333081
08-01-21,2021,August,Total,591927.761852,3724916.759669
09-01-21,2021,September,Light,114733.756813,722003.124697
09-01-21,2021,September,Medium,9528.249000,59959.908417
09-01-21,2021,September,Heavy,456306.663120,2871472.579165
09-01-21,2021,September,Total,580568.668933,3653435.612280
10-01-21,2021,October,Light,122945.149905,773676.247199
10-01-21,2021,October,Medium,7825.348064,49243.796345
10-01-21,2021,October,Heavy,452170.097048,2845441.760400
10-01-21,2021,October,Total,582940.595018,3668361.803944
11-01-21,2021,November,Light,112786.462137,709749.077767
11-01-21,2021,November,Medium,6120.868666,38517.751235
11-01-21,2021,November,Heavy,520294.994241,3274141.996579
11-01-21,2021,November,Total,639202.325046,4022408.825582
12-01-21,2021,December,Light,93266.206566,586910.900858
12-01-21,2021,December,Medium,8067.072903,50764.936189
12-01-21,2021,December,Heavy,531632.546840,3345487.593816
12-01-21,2021,December,Total,632965.826311,3983163.430862
01-01-22,2022,January,Light,100142.961225,630185.334550
01-01-22,2022,January,Medium,10786.623548,67878.679503
01-01-22,2022,January,Heavy,506132.186060,3185017.469979
01-01-22,2022,January,Total,617061.770834,3883081.484031
02-01-22,2022,February,Light,101121.386954,636342.427748
02-01-22,2022,February,Medium,13523.866785,85103.759770
02-01-22,2022,February,Heavy,495414.026280,3117569.623177
02-01-22,2022,February,Total,610059.280020,3839015.810695
03-01-22,2022,March,Light,113236.585772,712581.641437
03-01-22,2022,March,Medium,9471.569354,59603.231516
03-01-22,2022,March,Heavy,498648.345261,3137922.730015
03-01-22,2022,March,Total,621356.500388,3910107.602967
04-01-22,2022,April,Light,107294.630664,675189.767636
04-01-22,2022,April,Medium,12323.649133,77550.961714
04-01-22,2022,April,Heavy,466916.167640,2938236.673950
04-01-22,2022,April,Total,586534.447437,3690977.403301
05-01-22,2022,May,Light,125369.354017,788931.417017
05-01-22,2022,May,Medium,15036.901041,94625.067980
05-01-22,2022,May,Heavy,484137.349143,3046607.106517
05-01-22,2022,May,Total,624543.604203,3930163.591515
06-01-22,2022,June,Light,122721.486928,772268.768067
06-01-22,2022,June,Medium,16800.451520,105722.838953
06-01-22,2022,June,Heavy,468885.239400,2950627.760960
06-01-22,2022,June,Total,608407.177849,3828619.367981
07-01-22,2022,July,Light,120447.514163,757958.982635
07-01-22,2022,July,Medium,18404.975483,115819.878809
07-01-22,2022,July,Heavy,488828.314058,3076126.677922
07-01-22,2022,July,Total,627680.803705,3949905.539366
08-01-22,2022,August,Light,112054.166493,705140.845997
08-01-22,2022,August,Medium,15208.342580,95703.925067
08-01-22,2022,August,Heavy,486490.287001,3061413.807989
08-01-22,2022,August,Total,613752.796075,3862258.579053
09-01-22,2022,September,Light,106458.523572,669928.265272
09-01-22,2022,September,Medium,15174.871066,95493.293616
09-01-22,2022,September,Heavy,512337.191186,3224064.679919
09-01-22,2022,September,Total,633970.585825,3989486.238807
10-01-22,2022,October,Light,96177.952560,605234.102015
10-01-22,2022,October,Medium,17557.687419,110488.016181
10-01-22,2022,October,Heavy,507613.263703,3194337.679790
10-01-22,2022,October,Total,621348.903683,3910059.797986
11-01-22,2022,November,Light,106635.882384,671044.358914
11-01-22,2022,November,Medium,11534.970933,72587.922583
11-01-22,2022,November,Heavy,501739.077337,3157372.265000
11-01-22,2022,November,Total,619909.930655,3901004.546496
12-01-22,2022,December,Light,107267.820981,675021.058139
12-01-22,2022,December,Medium,22245.589161,139988.311473
12-01-22,2022,December,Heavy,482834.610101,3038409.156020
12-01-22,2022,December,Total,612348.020244,3853418.525632
01-01-23,2023,January,Light,117435.962208,739007.716836
01-01-23,2023,January,Medium,17064.283677,107383.096989
01-01-23,2023,January,Heavy,509900.609650,3208731.620741
01-01-23,2023,January,Total,644400.855536,4055122.434566
02-01-23,2023,February,Light,114451.741464,720228.442439
02-01-23,2023,February,Medium,13799.678035,86839.400525
02-01-23,2023,February,Heavy,525892.874055,3309368.653748
02-01-23,2023,February,Total,654144.293555,4116436.496711
03-01-23,2023,March,Light,122829.171040,772946.408786
03-01-23,2023,March,Medium,12451.302516,78354.266198
03-01-23,2023,March,Heavy,493551.587875,3105849.564622
03-01-23,2023,March,Total,628832.061431,3957150.239605
04-01-23,2023,April,Light,103687.832932,652492.705285
04-01-23,2023,April,Medium,16503.079333,103851.518304
04-01-23,2023,April,Heavy,482663.943815,3037335.177484
04-01-23,2023,April,Total,602854.856081,3793679.401073
05-01-23,2023,May,Light,114634.612633,721379.224555
05-01-23,2023,May,Medium,16103.038478,101334.118413
05-01-23,2023,May,Heavy,497527.681926,3130870.555908
05-01-23,2023,May,Total,628265.333039,3953583.898876
06-01-23,2023,June,Light,129031.784103,811978.565818
06-01-23,2023,June,Medium,14151.700055,89054.624757
06-01-23,2023,June,Heavy,491600.790525,3093573.475865
06-01-23,2023,June,Total,634784.274684,3994606.666440
07-01-23,2023,July,Light,125936.243826,792498.773519
07-01-23,2023,July,Medium,12273.653419,77236.345836
07-01-23,2023,July,Heavy,471992.114218,2970178.879906
07-01-23,2023,July,Total,610202.011464,3839913.999260
08-01-23,2023,August,Light,143625.985128,903817.785896
08-01-23,2023,August,Medium,13278.383000,83558.965410
08-01-23,2023,August,Heavy,478815.074878,3013114.795652
08-01-23,2023,August,Total,635719.443006,4000491.546958
09-01-23,2023,September,Light,119656.422808,752980.757865
09-01-23,2023,September,Medium,14204.113600,89384.455697
09-01-23,2023,September,Heavy,496349.925731,3123459.104588
09-01-23,2023,September,Total,630210.462139,3965824.318149
10-01-23,2023,October,Light,128928.971091,811331.578237
10-01-23,2023,October,Medium,14021.634967,88236.143758
10-01-23,2023,October,Heavy,493129.398240,3103192.785622
10-01-23,2023,October,Total,636080.004299,4002760.507617
11-01-23,2023,November,Light,128385.964382,807914.514666
11-01-23,2023,November,Medium,12821.906100,80686.421555
11-01-23,2023,November,Heavy,521267.334795,3280260.796642
11-01-23,2023,November,Total,662475.205278,4168861.732863
12-01-23,2023,December,Light,117397.669826,738766.748351
12-01-23,2023,December,Medium,11547.860322,72669.033666
12-01-23,2023,December,Heavy,525941.362562,3309673.784988
12-01-23,2023,December,Total,654886.892711,4121109.567005
01-01-24,2024,January,Light,131789.554050,829332.817736
01-01-24,2024,January,Medium,8787.282258,55297.110669
01-01-24,2024,January,Heavy,510931.434482,3215218.454005
01-01-24,2024,January,Total,651508.270791,4099848.382410
02-01-24,2024,February,Light,153835.323842,968063.694489
02-01-24,2024,February,Medium,8387.500965,52781.344163
02-01-24,2024,February,Heavy,508370.651155,3199103.810720
02-01-24,2024,February,Total,670593.475963,4219948.849372
03-01-24,2024,March,Light,137648.907038,866204.888199
03-01-24,2024,March,Medium,10010.660161,62995.652871
03-01-24,2024,March,Heavy,515971.385496,3246934.145022
03-01-24,2024,March,Total,663630.952696,4176134.686092
04-01-24,2024,April,Light,125558.587050,790122.233433
04-01-24,2024,April,Medium,13808.604000,86895.570342
04-01-24,2024,April,Heavy,498671.039539,3138065.541865
04-01-24,2024,April,Total,638038.230590,4015083.345639
05-01-24,2024,May,Light,127526.413054,802505.481075
05-01-24,2024,May,Medium,20003.911032,125881.751569
05-01-24,2024,May,Heavy,516417.653472,3249742.445580
05-01-24,2024,May,Total,663947.977559,4178129.678223
06-01-24,2024,June,Light,123271.865254,775732.220170
06-01-24,2024,June,Medium,18542.326578,116684.209608
06-01-24,2024,June,Heavy,539343.093153,3394008.959155
06-01-24,2024,June,Total,681157.284987,4286425.388932
07-01-24,2024,July,Light,149812.070061,942745.933769
07-01-24,2024,July,Medium,15370.705362,96725.650836
07-01-24,2024,July,Heavy,526691.147376,3314392.073608
07-01-24,2024,July,Total,691873.922800,4353863.658213
08-01-24,2024,August,Light,140894.254666,886627.396737
08-01-24,2024,August,Medium,18886.446366,118849.706221
08-01-24,2024,August,Heavy,515891.511493,3246431.509341
08-01-24,2024,August,Total,675672.212525,4251908.612299
09-01-24,2024,September,Light,171296.602835,1077945.026230
09-01-24,2024,September,Medium,13337.650349,83931.926366
09-01-24,2024,September,Heavy,474257.416602,2984434.103869
09-01-24,2024,September,Total,658891.669787,4146311.056464
10-01-24,2024,October,Light,132269.794910,832354.904791
10-01-24,2024,October,Medium,17447.217610,109792.845470
10-01-24,2024,October,Heavy,510551.745682,3212829.126677
10-01-24,2024,October,Total,660268.758202,4154976.876938
11-01-24,2024,November,Light,131124.255152,825146.186905
11-01-24,2024,November,Medium,15697.048253,98779.279978
11-01-24,2024,November,Heavy,529476.464996,3331919.679091
11-01-24,2024,November,Total,676297.768402,4255845.145974
12-01-24,2024,December,Light,133982.998080,843135.847353
12-01-24,2024,December,Medium,19795.952525,124573.098422
12-01-24,2024,December,Heavy,533803.263029,3359147.600380
12-01-24,2024,December,Total,687582.213636,4326856.546155
,,,,,

