Period,Year,Month,Oil Type,Volume (m3/d),Volume (bbl/d)
02-01-96,1996,February,Total,161431.165517,1015863.239943
03-01-96,1996,March,Light,81329.741935,511796.435847
03-01-96,1996,March,Medium,41132.509677,258841.001451
03-01-96,1996,March,Heavy,47163.554838,296793.506212
03-01-96,1996,March,Total,169625.806451,1067430.943510
04-01-96,1996,April,Light,84815.786666,533733.616836
04-01-96,1996,April,Medium,37095.820000,233438.690558
04-01-96,1996,April,Heavy,44602.226666,280675.434295
04-01-96,1996,April,Total,166513.833333,1047847.741689
05-01-96,1996,May,Light,86445.964516,543992.092927
05-01-96,1996,May,Medium,32626.829032,205315.969463
05-01-96,1996,May,Heavy,49913.161290,314096.386418
05-01-96,1996,May,Total,168985.954838,1063404.448808
06-01-96,1996,June,Light,87299.983333,549366.311219
06-01-96,1996,June,Medium,39627.476666,249370.043934
06-01-96,1996,June,Heavy,59989.300000,377504.086430
06-01-96,1996,June,Total,186916.760000,1176240.441583
07-01-96,1996,July,Light,87379.112903,549864.262287
07-01-96,1996,July,Medium,37996.396774,239105.891415
07-01-96,1996,July,Heavy,52160.177419,328236.537595
07-01-96,1996,July,Total,177535.687096,1117206.691297
08-01-96,1996,August,Light,85952.800000,540888.679150
08-01-96,1996,August,Medium,40416.270967,254333.813673
08-01-96,1996,August,Heavy,47690.154838,300107.324708
08-01-96,1996,August,Total,174059.225806,1095329.817531
09-01-96,1996,September,Light,82525.516666,519321.275234
09-01-96,1996,September,Medium,36793.050000,231533.402244
09-01-96,1996,September,Heavy,41951.190000,263992.839650
09-01-96,1996,September,Total,161269.756666,1014847.517128
10-01-96,1996,October,Light,92994.787096,585202.896945
10-01-96,1996,October,Medium,37546.932258,236277.475489
10-01-96,1996,October,Heavy,52701.167741,331640.912333
10-01-96,1996,October,Total,183242.887096,1153121.284767
11-01-96,1996,November,Light,96851.273333,609471.213355
11-01-96,1996,November,Medium,44753.346666,281626.410845
11-01-96,1996,November,Heavy,60744.513333,382256.535941
11-01-96,1996,November,Total,202349.133333,1273354.160141
12-01-96,1996,December,Light,89178.467741,561187.344979
12-01-96,1996,December,Medium,45535.945161,286551.191260
12-01-96,1996,December,Heavy,63226.367741,397874.490829
12-01-96,1996,December,Total,197940.780645,1245613.027068
01-01-97,1997,January,Light,83339.712903,524444.895721
01-01-97,1997,January,Medium,41203.277419,259286.332731
01-01-97,1997,January,Heavy,66475.009677,418317.729974
01-01-97,1997,January,Total,191018.000000,1202048.958426
02-01-97,1997,February,Light,69573.950000,437818.918275
02-01-97,1997,February,Medium,43740.189285,275250.756328
02-01-97,1997,February,Heavy,66691.007142,419676.971136
02-01-97,1997,February,Total,180005.146428,1132746.645739
03-01-97,1997,March,Light,79447.212903,499949.949849
03-01-97,1997,March,Medium,43285.622580,272390.233056
03-01-97,1997,March,Heavy,54314.712903,341794.721296
03-01-97,1997,March,Total,177047.548387,1114134.904201
04-01-97,1997,April,Light,72085.143333,453621.498821
04-01-97,1997,April,Medium,35389.876666,222703.433111
04-01-97,1997,April,Heavy,58510.206666,368196.363594
04-01-97,1997,April,Total,165985.226666,1044521.295526
05-01-97,1997,May,Light,78375.109677,493203.357559
05-01-97,1997,May,Medium,45717.364516,287692.837317
05-01-97,1997,May,Heavy,66200.067741,416587.559690
05-01-97,1997,May,Total,190292.541935,1197483.754567
06-01-97,1997,June,Light,79822.183333,502309.585144
06-01-97,1997,June,Medium,42357.060000,266546.921520
06-01-97,1997,June,Heavy,66636.543333,419334.238171
06-01-97,1997,June,Total,188815.786666,1188190.744836
07-01-97,1997,July,Light,83627.058064,526253.117731
07-01-97,1997,July,Medium,41896.741935,263650.205766
07-01-97,1997,July,Heavy,67829.193548,426839.415425
07-01-97,1997,July,Total,193352.993548,1216742.738922
08-01-97,1997,August,Light,88541.506451,557179.038665
08-01-97,1997,August,Medium,43460.538709,273490.955243
08-01-97,1997,August,Heavy,71822.464516,451968.498588
08-01-97,1997,August,Total,203824.509677,1282638.492495
09-01-97,1997,September,Light,89340.016666,562203.949261
09-01-97,1997,September,Medium,44659.360000,281034.966192
09-01-97,1997,September,Heavy,70697.760000,444890.893900
09-01-97,1997,September,Total,204697.136666,1288129.809353
10-01-97,1997,October,Light,79265.338709,498805.441557
10-01-97,1997,October,Medium,43890.129032,276194.305712
10-01-97,1997,October,Heavy,64305.419354,404664.808325
10-01-97,1997,October,Total,187460.887096,1179664.555593
11-01-97,1997,November,Light,84574.520000,532215.360204
11-01-97,1997,November,Medium,44485.986666,279943.952597
11-01-97,1997,November,Heavy,80962.390000,509484.742648
11-01-97,1997,November,Total,210022.896666,1321644.055449
12-01-97,1997,December,Light,95114.019354,598538.922495
12-01-97,1997,December,Medium,44254.619354,278487.991189
12-01-97,1997,December,Heavy,90720.980645,570894.158100
12-01-97,1997,December,Total,230089.619354,1447921.071784
01-01-98,1998,January,Light,97909.077419,616127.823202
01-01-98,1998,January,Medium,44354.661290,279117.540783
01-01-98,1998,January,Heavy,86120.761290,541945.635531
01-01-98,1998,January,Total,228384.500000,1437190.999517
02-01-98,1998,February,Light,94662.867857,595699.890635
02-01-98,1998,February,Medium,41011.867857,258081.819728
02-01-98,1998,February,Heavy,89465.578571,562994.092372
02-01-98,1998,February,Total,225140.314285,1416775.802735
03-01-98,1998,March,Light,72097.174193,453697.207304
03-01-98,1998,March,Medium,41085.841935,258547.328025
03-01-98,1998,March,Heavy,83122.219354,523076.239923
03-01-98,1998,March,Total,196305.235483,1235320.775251
04-01-98,1998,April,Light,90960.813333,572403.390910
04-01-98,1998,April,Medium,43150.076666,271537.262002
04-01-98,1998,April,Heavy,83612.740000,526163.016198
04-01-98,1998,April,Total,217723.630000,1370103.669111
05-01-98,1998,May,Light,101076.670967,636061.036436
05-01-98,1998,May,Medium,38763.912903,243935.760660
05-01-98,1998,May,Heavy,77865.329032,489995.380858
05-01-98,1998,May,Total,217705.912903,1369992.177954
06-01-98,1998,June,Light,110497.756666,695346.581524
06-01-98,1998,June,Medium,41795.250000,263011.531529
06-01-98,1998,June,Heavy,75617.560000,475850.491769
06-01-98,1998,June,Total,227910.566666,1434208.604822
07-01-98,1998,July,Light,94076.788387,592011.776339
07-01-98,1998,July,Medium,36403.067741,229079.299661
07-01-98,1998,July,Heavy,89174.054838,561159.575210
07-01-98,1998,July,Total,219653.910967,1382250.651211
08-01-98,1998,August,Light,101776.342258,640463.967813
08-01-98,1998,August,Medium,38216.045161,240488.107306
08-01-98,1998,August,Heavy,76353.080645,480479.018009
08-01-98,1998,August,Total,216345.468064,1361431.093128
09-01-98,1998,September,Light,79846.963333,502465.522141
09-01-98,1998,September,Medium,35772.033333,225108.290366
09-01-98,1998,September,Heavy,71085.576666,447331.368726
09-01-98,1998,September,Total,186704.573333,1174905.181233
10-01-98,1998,October,Light,103505.138709,651343.036665
10-01-98,1998,October,Medium,34991.741935,220198.028181
10-01-98,1998,October,Heavy,75207.564516,473270.448818
10-01-98,1998,October,Total,213704.445161,1344811.513664
11-01-98,1998,November,Light,86943.993333,547126.117056
11-01-98,1998,November,Medium,36244.856666,228083.699989
11-01-98,1998,November,Heavy,74750.746666,470395.759417
11-01-98,1998,November,Total,197939.596666,1245605.576461
12-01-98,1998,December,Light,94134.541935,592375.211161
12-01-98,1998,December,Medium,36878.941935,232073.907911
12-01-98,1998,December,Heavy,72503.925806,456256.837039
12-01-98,1998,December,Total,203517.409677,1280705.956110
01-01-99,1999,January,Light,91099.205806,573274.274954
01-01-99,1999,January,Medium,29036.674193,182723.638456
01-01-99,1999,January,Heavy,68910.351612,433642.988520
01-01-99,1999,January,Total,189046.231612,1189640.901929
02-01-99,1999,February,Light,83796.591428,527319.966947
02-01-99,1999,February,Medium,29616.267857,186370.938499
02-01-99,1999,February,Heavy,70116.614285,441233.827024
02-01-99,1999,February,Total,183529.473571,1154924.732470
03-01-99,1999,March,Light,67781.977419,426542.291077
03-01-99,1999,March,Medium,40690.654838,256060.472136
03-01-99,1999,March,Heavy,69755.451612,438961.081970
03-01-99,1999,March,Total,178228.083870,1121563.845184
04-01-99,1999,April,Light,80639.960000,507455.736766
04-01-99,1999,April,Medium,37792.970000,237825.755815
04-01-99,1999,April,Heavy,68171.063333,428990.753095
04-01-99,1999,April,Total,186603.993333,1174272.245676
05-01-99,1999,May,Light,93171.193548,586312.997519
05-01-99,1999,May,Medium,31313.941935,197054.158706
05-01-99,1999,May,Heavy,72645.964516,457150.666327
05-01-99,1999,May,Total,197131.100000,1240517.822553
06-01-99,1999,June,Light,99640.218333,627021.645420
06-01-99,1999,June,Medium,29433.250000,185219.233295
06-01-99,1999,June,Heavy,79120.279333,497892.603645
06-01-99,1999,June,Total,208193.747666,1310133.482360
07-01-99,1999,July,Light,110477.483548,695219.005690
07-01-99,1999,July,Medium,25903.867741,163009.335447
07-01-99,1999,July,Heavy,73244.590322,460917.732924
07-01-99,1999,July,Total,209625.941612,1319146.074060
08-01-99,1999,August,Light,100526.658709,632599.887948
08-01-99,1999,August,Medium,26557.303225,167121.311506
08-01-99,1999,August,Heavy,71002.706451,446809.878313
08-01-99,1999,August,Total,198086.668387,1246531.077766
09-01-99,1999,September,Light,94357.615333,593778.980154
09-01-99,1999,September,Medium,25186.380000,158494.287688
09-01-99,1999,September,Heavy,66584.440000,419006.359345
09-01-99,1999,September,Total,186128.435333,1171279.627186
10-01-99,1999,October,Light,87662.144193,551645.337723
10-01-99,1999,October,Medium,31373.003225,197425.822961
10-01-99,1999,October,Heavy,72281.696774,454858.381517
10-01-99,1999,October,Total,191316.844193,1203929.542201
11-01-99,1999,November,Light,114208.178333,718695.734482
11-01-99,1999,November,Medium,34656.876666,218090.768930
11-01-99,1999,November,Heavy,82659.133333,520162.105811
11-01-99,1999,November,Total,231524.188333,1456948.609223
12-01-99,1999,December,Light,107809.088387,678427.176520
12-01-99,1999,December,Medium,33123.512903,208441.530038
12-01-99,1999,December,Heavy,86295.203225,543043.373686
12-01-99,1999,December,Total,227227.804516,1429912.080244
01-01-00,2000,January,Light,102222.652580,643272.534851
01-01-00,2000,January,Medium,25889.087096,162916.322961
01-01-00,2000,January,Heavy,90128.119354,567163.366779
01-01-00,2000,January,Total,218239.859032,1373352.224590
02-01-00,2000,February,Light,104746.208965,659152.914312
02-01-00,2000,February,Medium,27786.637931,174857.339011
02-01-00,2000,February,Heavy,81843.058620,515026.664343
02-01-00,2000,February,Total,214375.905517,1349036.917666
03-01-00,2000,March,Light,101307.220967,637511.854617
03-01-00,2000,March,Medium,26496.022580,166735.681169
03-01-00,2000,March,Heavy,91580.883870,576305.406134
03-01-00,2000,March,Total,219384.127419,1380552.941920
04-01-00,2000,April,Light,106013.969333,667130.749017
04-01-00,2000,April,Medium,25062.350000,157713.784634
04-01-00,2000,April,Heavy,78239.903333,492352.523370
04-01-00,2000,April,Total,209316.222666,1317197.057021
05-01-00,2000,May,Light,108433.832903,682358.604422
05-01-00,2000,May,Medium,31567.764516,198651.427910
05-01-00,2000,May,Heavy,97939.658064,616320.262829
05-01-00,2000,May,Total,237941.255483,1497330.295160
06-01-00,2000,June,Light,114142.314333,718281.261749
06-01-00,2000,June,Medium,24274.980000,152758.977818
06-01-00,2000,June,Heavy,93868.206666,590699.201400
06-01-00,2000,June,Total,232285.501000,1461739.440966
07-01-00,2000,July,Light,94025.696129,591690.260065
07-01-00,2000,July,Medium,30742.296774,193456.877452
07-01-00,2000,July,Heavy,87349.929032,549680.612360
07-01-00,2000,July,Total,212117.921935,1334827.749877
08-01-00,2000,August,Light,98057.051290,617059.001612
08-01-00,2000,August,Medium,28718.390322,180720.723570
08-01-00,2000,August,Heavy,84657.006451,532734.435648
08-01-00,2000,August,Total,211432.448064,1330514.160830
09-01-00,2000,September,Light,95258.566000,599448.533863
09-01-00,2000,September,Medium,28253.120000,177792.843964
09-01-00,2000,September,Heavy,80536.163333,506802.559185
09-01-00,2000,September,Total,204047.849333,1284043.937012
10-01-00,2000,October,Light,100041.921935,629549.508745
10-01-00,2000,October,Medium,28734.948387,180824.921102
10-01-00,2000,October,Heavy,90494.488709,569468.876738
10-01-00,2000,October,Total,219271.359032,1379843.306586
11-01-00,2000,November,Light,95753.910000,602565.662821
11-01-00,2000,November,Medium,27360.973333,172178.692567
11-01-00,2000,November,Heavy,93007.600000,585283.526713
11-01-00,2000,November,Total,216122.483333,1360027.882102
12-01-00,2000,December,Light,105556.113225,664249.526006
12-01-00,2000,December,Medium,26521.125806,166893.652179
12-01-00,2000,December,Heavy,103901.387096,653836.571102
12-01-00,2000,December,Total,235978.626129,1484979.749286
01-01-01,2001,January,Light,91520.170967,575923.348516
01-01-01,2001,January,Medium,26806.412903,168688.923083
01-01-01,2001,January,Heavy,96825.148387,609306.812804
01-01-01,2001,January,Total,215151.732258,1353919.084402
02-01-01,2001,February,Light,98519.175000,619967.080033
02-01-01,2001,February,Medium,19389.610714,122016.047511
02-01-01,2001,February,Heavy,100608.603571,633115.555245
02-01-01,2001,February,Total,218517.389285,1375098.682788
03-01-01,2001,March,Light,101181.589032,636721.270813
03-01-01,2001,March,Medium,26179.419354,164743.342343
03-01-01,2001,March,Heavy,95241.077419,599338.480726
03-01-01,2001,March,Total,222602.085806,1400803.093882
04-01-01,2001,April,Light,95875.903333,603333.349422
04-01-01,2001,April,Medium,28748.213333,180908.395512
04-01-01,2001,April,Heavy,105004.506666,660778.344809
04-01-01,2001,April,Total,229628.623333,1445020.089744
05-01-01,2001,May,Light,103831.631612,653397.609817
05-01-01,2001,May,Medium,23680.009677,149014.914659
05-01-01,2001,May,Heavy,98221.107419,618091.383372
05-01-01,2001,May,Total,225732.748709,1420503.907847
06-01-01,2001,June,Light,100613.010000,633143.284270
06-01-01,2001,June,Medium,28300.953333,178093.852290
06-01-01,2001,June,Heavy,97249.820000,611979.210536
06-01-01,2001,June,Total,226163.783333,1423216.347096
07-01-01,2001,July,Light,94673.175483,595764.755056
07-01-01,2001,July,Medium,30696.900000,193171.202043
07-01-01,2001,July,Heavy,86859.245161,546592.808928
07-01-01,2001,July,Total,212229.320645,1335528.766027
08-01-01,2001,August,Light,87716.793548,551989.238299
08-01-01,2001,August,Medium,28571.629032,179797.175757
08-01-01,2001,August,Heavy,89666.790322,564260.289149
08-01-01,2001,August,Total,205955.212903,1296046.703205
09-01-01,2001,September,Light,93476.809000,588236.191853
09-01-01,2001,September,Medium,29173.913333,183587.264737
09-01-01,2001,September,Heavy,85512.860000,538120.199641
09-01-01,2001,September,Total,208163.582333,1309943.656231
10-01-01,2001,October,Light,103971.894193,654280.262179
10-01-01,2001,October,Medium,28372.632258,178544.917514
10-01-01,2001,October,Heavy,94631.777419,595504.242956
10-01-01,2001,October,Total,226976.303870,1428329.422649
11-01-01,2001,November,Light,106321.585000,669066.530418
11-01-01,2001,November,Medium,29692.556666,186851.013068
11-01-01,2001,November,Heavy,98998.273333,622981.977334
11-01-01,2001,November,Total,235012.415000,1478899.520820
12-01-01,2001,December,Light,95155.596129,598800.559190
12-01-01,2001,December,Medium,29459.945161,185387.222128
12-01-01,2001,December,Heavy,99281.258064,624762.759780
12-01-01,2001,December,Total,223896.799354,1408950.541098
01-01-02,2002,January,Light,99208.176451,624302.867641
01-01-02,2002,January,Medium,30015.896774,188885.746127
01-01-02,2002,January,Heavy,88019.861290,553896.400260
01-01-02,2002,January,Total,217243.934516,1367085.014027
02-01-02,2002,February,Light,92176.815714,580055.520005
02-01-02,2002,February,Medium,29878.717857,188022.498818
02-01-02,2002,February,Heavy,85945.982142,540845.775350
02-01-02,2002,February,Total,208001.515714,1308923.794173
03-01-02,2002,March,Light,97406.397741,612964.531875
03-01-02,2002,March,Medium,31041.245161,195338.116902
03-01-02,2002,March,Heavy,88009.803225,553833.106298
03-01-02,2002,March,Total,216457.446129,1362135.755075
04-01-02,2002,April,Light,92011.816333,579017.202496
04-01-02,2002,April,Medium,33732.403333,212273.190443
04-01-02,2002,April,Heavy,101556.923333,639083.195897
04-01-02,2002,April,Total,227301.143000,1430373.588836
05-01-02,2002,May,Light,111955.699032,704521.204345
05-01-02,2002,May,Medium,30595.806451,192535.034800
05-01-02,2002,May,Heavy,103358.477419,650420.118138
05-01-02,2002,May,Total,245909.982903,1547476.357282
06-01-02,2002,June,Light,97094.553666,611002.141703
06-01-02,2002,June,Medium,26205.310000,164906.268471
06-01-02,2002,June,Heavy,111505.986666,701691.228737
06-01-02,2002,June,Total,234805.850333,1477599.638911
07-01-02,2002,July,Light,100732.757096,633896.835626
07-01-02,2002,July,Medium,30103.864516,189439.314547
07-01-02,2002,July,Heavy,90769.712903,571200.823231
07-01-02,2002,July,Total,221606.334516,1394536.973404
08-01-02,2002,August,Light,96696.602903,608497.894456
08-01-02,2002,August,Medium,30708.377741,193243.429832
08-01-02,2002,August,Heavy,100249.945161,630858.569158
08-01-02,2002,August,Total,227654.925806,1432599.893446
09-01-02,2002,September,Light,99115.031666,623716.720829
09-01-02,2002,September,Medium,29592.393333,186220.699534
09-01-02,2002,September,Heavy,107094.693333,673931.590606
09-01-02,2002,September,Total,235802.118333,1483869.010969
10-01-02,2002,October,Light,107446.827419,676147.520054
10-01-02,2002,October,Medium,28454.351612,179059.165728
10-01-02,2002,October,Heavy,97089.219354,610968.573642
10-01-02,2002,October,Total,232990.398387,1466175.259423
11-01-02,2002,November,Light,107723.929666,677891.284870
11-01-02,2002,November,Medium,29577.856666,186129.222370
11-01-02,2002,November,Heavy,112662.106666,708966.526572
11-01-02,2002,November,Total,249963.893000,1572987.033812
12-01-02,2002,December,Light,113678.758709,715364.172498
12-01-02,2002,December,Medium,29998.029032,188773.306982
12-01-02,2002,December,Heavy,110083.393548,692739.053675
12-01-02,2002,December,Total,253760.181290,1596876.533154
01-01-03,2003,January,Light,95415.337419,600435.073987
01-01-03,2003,January,Medium,27828.138709,175118.497476
01-01-03,2003,January,Heavy,102468.993548,644822.723334
01-01-03,2003,January,Total,225712.469677,1420376.294797
02-01-03,2003,February,Light,90241.288214,567875.522228
02-01-03,2003,February,Medium,32162.846428,202396.193288
02-01-03,2003,February,Heavy,94999.203571,597816.403189
02-01-03,2003,February,Total,217403.338214,1368088.118705
03-01-03,2003,March,Light,99679.534193,627269.054507
03-01-03,2003,March,Medium,29013.993548,182580.912399
03-01-03,2003,March,Heavy,114448.492903,720207.999706
03-01-03,2003,March,Total,243142.020645,1530057.966611
04-01-03,2003,April,Light,78418.756333,493478.019724
04-01-03,2003,April,Medium,21774.695000,137025.041854
04-01-03,2003,April,Heavy,113100.060000,711722.504271
04-01-03,2003,April,Total,213293.511333,1342225.565849
05-01-03,2003,May,Light,95400.472903,600341.533712
05-01-03,2003,May,Medium,26347.580322,165801.555266
05-01-03,2003,May,Heavy,111192.316129,699717.344899
05-01-03,2003,May,Total,232940.369354,1465860.433877
06-01-03,2003,June,Light,99489.671333,626074.274678
06-01-03,2003,June,Medium,36388.414666,228987.089954
06-01-03,2003,June,Heavy,111605.586666,702317.997294
06-01-03,2003,June,Total,247483.672666,1557379.361926
07-01-03,2003,July,Light,94236.082258,593014.189890
07-01-03,2003,July,Medium,31674.319354,199321.962272
07-01-03,2003,July,Heavy,119538.896774,752241.183338
07-01-03,2003,July,Total,245449.298387,1544577.335500
08-01-03,2003,August,Light,119792.008064,753833.976493
08-01-03,2003,August,Medium,27330.275161,171985.513361
08-01-03,2003,August,Heavy,107551.030645,676803.256053
08-01-03,2003,August,Total,254673.313870,1602622.745906
09-01-03,2003,September,Light,116446.225333,732779.444212
09-01-03,2003,September,Medium,27589.717666,173618.147947
09-01-03,2003,September,Heavy,112050.834000,705119.875093
09-01-03,2003,September,Total,256086.777000,1611517.467252
10-01-03,2003,October,Light,124376.388064,782682.824267
10-01-03,2003,October,Medium,27124.200645,170688.715899
10-01-03,2003,October,Heavy,116743.330322,734649.083424
10-01-03,2003,October,Total,268243.919032,1688020.623590
11-01-03,2003,November,Light,102904.226333,647561.581011
11-01-03,2003,November,Medium,30155.107666,189761.780366
11-01-03,2003,November,Heavy,125628.372000,790561.380139
11-01-03,2003,November,Total,258687.706000,1627884.741516
12-01-03,2003,December,Light,98572.190645,620300.699907
12-01-03,2003,December,Medium,23890.665483,150340.541525
12-01-03,2003,December,Heavy,135001.716129,849546.494355
12-01-03,2003,December,Total,257464.572258,1620187.735786
01-01-04,2004,January,Light,106767.975483,671875.601900
01-01-04,2004,January,Medium,6605.280645,41566.086545
01-01-04,2004,January,Heavy,130602.925806,821865.535882
01-01-04,2004,January,Total,243976.181935,1535307.224326
02-01-04,2004,February,Light,110008.779310,692269.516945
02-01-04,2004,February,Medium,11165.170344,70260.820361
02-01-04,2004,February,Heavy,121420.972413,764084.816201
02-01-04,2004,February,Total,242594.922068,1526615.153506
03-01-04,2004,March,Light,97038.409032,610648.831548
03-01-04,2004,March,Medium,9432.996774,59360.499781
03-01-04,2004,March,Heavy,130216.302903,819432.573239
03-01-04,2004,March,Total,236687.708709,1489441.904568
04-01-04,2004,April,Light,102766.757333,646696.508252
04-01-04,2004,April,Medium,8895.600000,55978.738729
04-01-04,2004,April,Heavy,143377.366000,902253.261275
04-01-04,2004,April,Total,255039.723333,1604928.508256
05-01-04,2004,May,Light,128934.628064,811367.176758
05-01-04,2004,May,Medium,7300.909677,45943.580570
05-01-04,2004,May,Heavy,142719.263225,898111.914625
05-01-04,2004,May,Total,278954.800967,1755422.671953
06-01-04,2004,June,Light,122789.359000,772695.877309
06-01-04,2004,June,Medium,9525.083333,59939.987330
06-01-04,2004,June,Heavy,145980.289666,918633.087691
06-01-04,2004,June,Total,278294.732000,1751268.952329
07-01-04,2004,July,Light,136036.957096,856061.117725
07-01-04,2004,July,Medium,7817.035483,49191.486464
07-01-04,2004,July,Heavy,141848.783870,892634.112524
07-01-04,2004,July,Total,285702.776451,1797886.716713
08-01-04,2004,August,Light,108905.942580,685329.523110
08-01-04,2004,August,Medium,6255.409677,39364.398576
08-01-04,2004,August,Heavy,135265.819354,851208.458188
08-01-04,2004,August,Total,250427.171612,1575902.379874
09-01-04,2004,September,Light,115348.133333,725869.308284
09-01-04,2004,September,Medium,7228.156666,45485.756277
09-01-04,2004,September,Heavy,133172.500000,838035.498833
09-01-04,2004,September,Total,255748.790000,1609390.563393
10-01-04,2004,October,Light,105716.803870,665260.729257
10-01-04,2004,October,Medium,7095.854838,44653.199793
10-01-04,2004,October,Heavy,139064.258064,875111.489811
10-01-04,2004,October,Total,251876.916774,1585025.418861
11-01-04,2004,November,Light,115075.681000,724154.804711
11-01-04,2004,November,Medium,6273.401000,39477.615397
11-01-04,2004,November,Heavy,142298.193666,895462.184103
11-01-04,2004,November,Total,263647.275666,1659094.604210
12-01-04,2004,December,Light,103664.576451,652346.355576
12-01-04,2004,December,Medium,7815.583225,49182.347612
12-01-04,2004,December,Heavy,151929.051612,956067.795946
12-01-04,2004,December,Total,263409.211290,1657596.499133
01-01-05,2005,January,Light,75902.451935,477643.275979
01-01-05,2005,January,Medium,16483.532258,103728.511355
01-01-05,2005,January,Heavy,145992.838709,918712.057024
01-01-05,2005,January,Total,238378.822903,1500083.844358
02-01-05,2005,February,Light,83087.090000,522855.175916
02-01-05,2005,February,Medium,16602.914285,104479.765383
02-01-05,2005,February,Heavy,136865.075000,861272.345269
02-01-05,2005,February,Total,236555.079285,1488607.286569
03-01-05,2005,March,Light,68671.613870,432140.646049
03-01-05,2005,March,Medium,17079.545161,107479.135325
03-01-05,2005,March,Heavy,145111.100000,913163.401413
03-01-05,2005,March,Total,230862.259032,1452783.182787
04-01-05,2005,April,Light,75845.475000,477284.728272
04-01-05,2005,April,Medium,18255.426666,114878.789487
04-01-05,2005,April,Heavy,152258.193666,958139.039823
04-01-05,2005,April,Total,246359.095333,1550302.557582
05-01-05,2005,May,Light,99545.633548,626426.436894
05-01-05,2005,May,Medium,21165.512903,133191.546032
05-01-05,2005,May,Heavy,158121.329032,995034.912250
05-01-05,2005,May,Total,278832.475483,1754652.895176
06-01-05,2005,June,Light,86574.675666,544802.053792
06-01-05,2005,June,Medium,22634.696666,142436.909362
06-01-05,2005,June,Heavy,151481.703333,953252.697193
06-01-05,2005,June,Total,260691.075666,1640491.660347
07-01-05,2005,July,Light,88791.401935,558751.595210
07-01-05,2005,July,Medium,17660.919354,111137.639989
07-01-05,2005,July,Heavy,146946.777419,924715.056911
07-01-05,2005,July,Total,253399.098709,1594604.292109
08-01-05,2005,August,Light,92433.138064,581668.519901
08-01-05,2005,August,Medium,20232.054838,127317.427916
08-01-05,2005,August,Heavy,136079.825806,856330.884385
08-01-05,2005,August,Total,248745.018709,1565316.832202
09-01-05,2005,September,Light,91351.715300,574863.281088
09-01-05,2005,September,Medium,17923.020000,112787.001868
09-01-05,2005,September,Heavy,151979.677666,956386.378462
09-01-05,2005,September,Total,261254.412966,1644036.661418
10-01-05,2005,October,Light,94183.057096,592680.510133
10-01-05,2005,October,Medium,18265.916129,114944.798174
10-01-05,2005,October,Heavy,150187.786451,945110.263287
10-01-05,2005,October,Total,262636.759677,1652735.571593
11-01-05,2005,November,Light,107754.831800,678085.747576
11-01-05,2005,November,Medium,18850.330000,118622.431093
11-01-05,2005,November,Heavy,153722.540000,967353.961897
11-01-05,2005,November,Total,280327.701800,1764062.140566
12-01-05,2005,December,Light,130060.790967,818453.958867
12-01-05,2005,December,Medium,18774.716129,118146.603816
12-01-05,2005,December,Heavy,157162.051612,988998.316627
12-01-05,2005,December,Total,305997.558709,1925598.879309
01-01-06,2006,January,Light,105663.363870,664924.438979
01-01-06,2006,January,Medium,7497.132258,47178.381210
01-01-06,2006,January,Heavy,165212.677419,1039659.753587
01-01-06,2006,January,Total,278373.173548,1751762.573776
02-01-06,2006,February,Light,118582.673214,746223.805215
02-01-06,2006,February,Medium,7244.496428,45588.580062
02-01-06,2006,February,Heavy,162214.019285,1020789.626760
02-01-06,2006,February,Total,288041.188928,1812602.012037
03-01-06,2006,March,Light,107388.047419,675777.625919
03-01-06,2006,March,Medium,8185.567741,51510.607264
03-01-06,2006,March,Heavy,160683.368709,1011157.461568
03-01-06,2006,March,Total,276256.983870,1738445.694751
04-01-06,2006,April,Light,116858.201000,735371.948170
04-01-06,2006,April,Medium,10965.783333,69006.106410
04-01-06,2006,April,Heavy,158006.566666,994312.729094
04-01-06,2006,April,Total,285830.551000,1798690.783674
05-01-06,2006,May,Light,111651.456451,702606.649292
05-01-06,2006,May,Medium,7575.219354,47669.772144
05-01-06,2006,May,Heavy,153438.382258,965565.797861
05-01-06,2006,May,Total,272665.058064,1715842.219297
06-01-06,2006,June,Light,102287.381000,643679.861538
06-01-06,2006,June,Medium,11229.900000,70668.154824
06-01-06,2006,June,Heavy,162771.476666,1024297.626342
06-01-06,2006,June,Total,276288.757666,1738645.642704
07-01-06,2006,July,Light,96672.341290,608345.219595
07-01-06,2006,July,Medium,9432.067741,59354.653514
07-01-06,2006,July,Heavy,162964.435483,1025511.888586
07-01-06,2006,July,Total,269068.844516,1693211.761695
08-01-06,2006,August,Light,109068.836774,686354.592976
08-01-06,2006,August,Medium,10217.674193,64298.362573
08-01-06,2006,August,Heavy,163359.301612,1027996.724670
08-01-06,2006,August,Total,282645.812580,1778649.680219
09-01-06,2006,September,Light,113500.208333,714240.580512
09-01-06,2006,September,Medium,10190.346666,64126.394354
09-01-06,2006,September,Heavy,150112.433333,944636.076889
09-01-06,2006,September,Total,273802.988333,1723003.051754
10-01-06,2006,October,Light,132178.519354,831780.520772
10-01-06,2006,October,Medium,11653.303225,73332.570778
10-01-06,2006,October,Heavy,154404.987096,971648.503887
10-01-06,2006,October,Total,298236.809677,1876761.595436
11-01-06,2006,November,Light,138850.696666,873767.578474
11-01-06,2006,November,Medium,9855.553333,62019.587783
11-01-06,2006,November,Heavy,172557.466000,1085879.457820
