Time,Close,High,Low,Open,Volume
2000-01-01,4.503048896789551,5.101509252261819,4.233011876568268,4.233011876568268,54312800
2000-02-01,4.028658866882324,4.6709087666095686,3.9775707465659607,4.52494286765302,52409600
2000-03-01,4.586978912353516,4.656312779849428,3.9775713093485883,4.08704574905543,72242400
2000-04-01,4.629624843597412,5.050499829378995,4.461274905128628,4.574728106321554,40344000
2000-05-01,4.904107093811035,5.401837589394053,4.541788678051313,4.62962348781415,44128000
2000-06-01,5.0065813064575195,5.196889836676306,4.728437683372743,4.867509494915131,49560400
2000-07-01,4.549145221710205,5.121457263842932,4.475771911682621,5.099445046917085,38875600
2000-08-01,4.879326343536377,5.0627596647219555,4.549146365402337,4.622519693876568,49145600
2000-09-01,4.871988773345947,5.84051641584867,4.717904906556064,4.97471153780388,49060000
2000-10-01,4.37580680847168,5.1259448940600585,4.324326672263179,4.9641505810393,51974400
2000-11-01,5.059758186340332,5.059758186340333,4.405225430794812,4.412579617940343,48337600
2000-12-01,5.633391380310059,5.706934350186399,4.85383601183851,5.074464921467532,46969600
2001-01-01,5.1234354972839355,5.750042716376216,4.673752781950269,5.750042716376216,49005600
2001-02-01,5.8119635581970215,5.823758782658629,5.029073813443699,5.086574126625892,57280800
2001-03-01,5.97709321975708,6.543251048014758,5.7500402147559715,5.760360754762636,73441600
2001-04-01,6.360300064086914,6.537590774068104,5.651137787753784,6.042654748812594,65758400
2001-05-01,6.146074295043945,6.537591286809309,5.983558126910215,6.352913566842944,75586000
2001-06-01,5.702846050262451,6.314498948067763,5.473845859163821,6.146072444746833,58564800
2001-07-01,6.186544895172119,6.239838982021536,5.632879238676358,5.729104736012638,44801600
2001-08-01,6.3523478507995605,6.41600460969352,6.032583916117021,6.25464221977777,47699600
2001-09-01,6.513707637786865,7.098461050032834,0.0,6.454491887917687,61504000
2001-10-01,7.178669452667236,7.294358569062456,6.155263902758326,6.5260629330449715,63064800
2001-11-01,6.9947509765625,7.212780927947784,6.162678089057473,7.134171170231158,78362000
2001-12-01,7.771942615509033,7.96475786696757,6.7856176394180805,7.045176784095275,58923200
2002-01-01,7.221485614776611,7.771269629655903,6.925791347331312,7.771269629655903,67290800
2002-02-01,7.940663814544678,7.980783255412382,7.0208902484835605,7.243775653197325,50538800
2002-03-01,8.543943405151367,8.91541920537534,7.905005142131553,7.909462670349572,98235200
2002-04-01,8.110434532165527,8.778615535147514,7.641666070663465,8.482472813457523,90961200
2002-05-01,7.988406181335449,8.482472983373237,7.786017261428814,8.073230865754352,47176200
2002-06-01,7.916975975036621,8.095554491464679,7.3395723134039015,8.003288574570819,53279000
2002-07-01,7.870857238769531,8.049740474148093,6.648489127112514,8.049740474148093,77573200
2002-08-01,8.392592430114746,8.499922392395966,7.519047182701487,7.900664384081884,50199200
2002-09-01,8.142159461975098,8.39259576092059,7.480292425421358,8.288247208250992,57497000
2002-10-01,6.763629913330078,8.122328560761177,6.736754516663416,8.122328560761177,87138800
2002-11-01,6.898006916046143,7.554959603083004,6.769602369291941,6.793491547555774,55003800
2002-12-01,7.375792026519775,7.599753315953821,6.9009940473545575,7.017453735600098,41298400
2003-01-01,7.732847213745117,7.906350143254464,7.14054416858252,7.448661115317894,70753000
2003-02-01,8.076861381530762,8.226432888596145,7.496523774357464,7.732847029394381,40758000
2003-03-01,7.673367500305176,8.17973142957847,7.223931694911036,8.119806998418225,41555800
2003-04-01,7.0681281089782715,7.715315711272859,6.9842332081299885,7.715315711272859,52271000
2003-05-01,7.574487209320068,7.769242496618037,7.09808548892945,7.128047972703024,37033200
2003-06-01,7.592466831207275,7.969992872544806,7.424677669997381,7.580481605377344,43258000
2003-07-01,7.700580596923828,8.030820040203785,7.44539554654297,7.508441534340394,34758600
2003-08-01,7.805659294128418,8.147907249171112,7.529459019277545,7.658552706914983,40028800
2003-09-01,7.4844255447387695,8.060843412408486,7.430386280172909,7.865702069069295,59107200
2003-10-01,8.313027381896973,8.355057672151567,7.526456840291112,7.544469740025972,69884000
2003-11-01,8.60723876953125,8.796375608976401,8.105875345619621,8.316027898442801,59516200
2003-12-01,9.757073402404785,9.862149119411837,8.601235361749815,8.64626789369851,60934200
2004-01-01,10.044790267944336,10.541014225855417,9.50946892790495,9.72901002980762,72728000
2004-02-01,10.45680046081543,10.682356982022217,9.870353276229825,9.984635568201739,52709400
2004-03-01,10.817688941955566,11.434209746102866,10.405671620320916,10.522961951369043,74170400
2004-04-01,9.847663879394531,11.08238577349719,9.320648240652654,10.916752516796041,92136400
2004-05-01,9.838627815246582,10.790268515240966,9.45014232902541,9.968123168787447,62373200
2004-06-01,10.242176055908203,10.946871578297655,9.618792262288844,9.877782516882059,62259400
2004-07-01,11.578831672668457,11.690456353026269,9.895405405423258,10.468615338557985,76431600
2004-08-01,11.008636474609375,11.992142497596866,10.646609301115165,11.922754138228813,62663200
2004-09-01,12.2081937789917,12.537573298282052,10.99341796893196,11.056876122887989,65188400
2004-10-01,12.585921287536621,13.444120977033727,11.984576664015139,12.223301489360729,64760400
2004-11-01,12.392523765563965,12.812559084975803,11.643110097589874,12.65844511637303,59255400
2004-12-01,12.8125638961792,12.99387329501482,11.543394646118715,12.371375694268309,47682400
2005-01-01,12.017274856567383,12.897916226629626,11.729780005260368,12.437924695423655,74984000
2005-02-01,14.456437110900879,14.958795979819794,12.059639759057204,12.059639759057204,62076400
2005-03-01,14.746954917907715,15.152473531202089,13.500136960159296,14.453407526025924,75585000
2005-04-01,14.077675819396973,15.716940251933483,13.332280418844901,14.998815471200514,75450400
2005-05-01,14.865488052368164,15.189704669453432,13.756485148161268,14.004950197593395,62756600
2005-06-01,17.55012321472168,18.253098849008207,14.91093878852867,14.92002976294173,64159000
2005-07-01,18.187471389770508,19.413116095870716,17.52004102406199,18.202640024999468,59573600
2005-08-01,21.34259033203125,21.66113738913308,18.442304391821292,18.551520393422788,73094200
2005-09-01,21.382627487182617,22.241941268990878,20.101248384029734,21.36137248238907,82787200
2005-10-01,19.19031524658203,21.649834163417417,17.30772082041824,21.409954947736328,91648400
2005-11-01,20.143756866455078,20.98181557993391,18.607317822261884,19.15995022161916,64256000
2005-12-01,22.263200759887695,23.092150747115674,20.2166387551567,20.22574771381488,55647200
2006-01-01,27.670042037963867,27.867574798395726,22.360919006904254,22.4885562018638,78998200
2006-02-01,25.831457138061523,28.52096721166351,24.330192887154407,27.673087340315313,72584000
2006-03-01,27.238506317138672,27.85542413574169,24.51860722215382,25.88007775074947,61743600
2006-04-01,29.115880966186523,31.0743763567206,27.531446909761172,27.637886372245358,51868200
2006-05-01,27.02964973449707,30.146818032653613,25.363106421724577,29.5659615367723,67306000
2006-06-01,27.4988956451416,28.125947560010683,22.829502512616287,26.558321256343614,83413200
2006-07-01,27.775896072387695,28.871711781735,26.278281192201803,27.9280927631953,52441000
2006-08-01,26.071290969848633,29.562683076352176,26.040852099225095,28.022451141561998,55175600
2006-09-01,24.431699752807617,26.735024168073494,21.68659861472767,26.15614568700513,101680600
2006-10-01,26.27800750732422,27.34436143515767,22.015639172349317,24.343337274576957,94475200
