Time,Close,High,Low,Open,Volume
2009-11-01,18.868112564086914,22.520686836185213,18.558454086572393,20.40937244529285,2902000
2009-12-01,18.649946212768555,19.69856566893426,17.36908219708075,19.353717767967368,61034600
2010-01-01,17.39019012451172,19.592995291698163,17.256474529032737,18.9947893512959,51188800
2010-02-01,18.086929321289062,19.473358787665287,17.07349791627226,17.495761113557403,45809400
2010-03-01,18.67106056213379,19.11443606836541,17.5450257619577,18.02359065270787,51318800
2010-04-01,21.18036651611328,21.719269848869843,18.968021037409894,19.046020809046393,59230100
2010-05-01,20.606008529663086,21.584546530458763,18.31566443670695,21.414366302596957,50146400
2010-06-01,19.428922653198242,21.619994726148192,18.975108827917595,20.350733676389417,58467800
2010-07-01,20.667367935180664,22.13085972732624,19.0967902485799,19.2181530821959,40871600
2010-08-01,20.48175621032715,21.10284738127209,18.69700927506538,20.84584474851901,44098100
2010-09-01,21.12425994873047,21.5525993864508,19.703601880253316,20.56741854352869,45569100
2010-10-01,20.26044273376465,21.8595768800705,20.210470047002637,21.21706701697726,31465900
2010-11-01,21.081430435180664,21.659688037508463,20.34611423745618,20.34611423745618,31079500
2010-12-01,23.75855255126953,23.844222372950522,21.24562966641493,21.295602367408197,32223600
2011-01-01,24.860000610351562,25.025257368903983,22.381186233528712,24.141503451198634,32774400
2011-02-01,27.123258590698242,27.56154214818299,24.09838723083719,24.85999220798281,38523100
2011-03-01,27.518434524536133,27.949534368617673,24.392973673975536,27.123261723097794,39535300
2011-04-01,26.287948608398438,28.166690341848053,24.929472247449066,27.8198458413562,33398900
2011-05-01,25.86884117126465,26.9816355828952,22.927886480865943,26.352980145249308,34646600
2011-06-01,26.302396774291992,26.338525887381273,23.14466212245063,25.98445396356721,48590000
2011-07-01,26.700410842895508,27.899858683391965,25.62454380457533,26.453252011589104,30558800
2011-08-01,25.73358154296875,26.90394826723571,22.840370033665415,26.823987493551396,50612600
2011-09-01,23.458261489868164,26.54047336448432,21.713612657254895,25.90077068744026,51395900
2011-10-01,24.976167678833008,27.148963514239842,21.10610603234121,23.235006015754237,44117100
2011-11-01,24.954225540161133,25.993069103351324,21.82305871121115,24.090959834329418,37366100
2011-12-01,24.74938201904297,25.429749656448575,22.45953312865107,24.78596050416549,36929300
2012-01-01,26.92679214477539,27.213794944935533,24.4615089465846,25.15325935741309,33897500
2012-02-01,28.302940368652344,29.1713095591723,26.867923295690844,26.91943929160211,34945700
2012-03-01,26.41901206970215,28.78126836362691,25.432898456890666,28.104233754241665,41804600
2012-04-01,26.541276931762695,26.652329434077668,24.47572354700034,26.422822247245204,37135100
2012-05-01,24.09815216064453,27.155768028412307,23.21714544330057,26.652334811592038,34422700
2012-06-01,23.964885711669922,24.971751954188477,22.276905731084387,23.61692524825424,40821200
2012-07-01,22.846294403076172,25.75332672169843,22.727031640794948,24.851401904231153,36191200
2012-08-01,24.076190948486328,25.142103060468752,22.63758379511391,22.816477926801813,25285300
2012-09-01,25.574434280395508,27.020495644340812,23.733312701760326,24.337082041868463,29404100
2012-10-01,26.431114196777344,26.731213150701983,24.645531431032786,25.8309191508838,27400400
2012-11-01,25.028160095214844,26.776228509722944,23.87278273444118,26.43862073223781,25899600
2012-12-01,24.97563934326172,25.62085005183539,24.09785181635516,25.058166693700986,31683300
2013-01-01,25.002717971801758,25.772962106699193,24.617594464035946,25.448251259223778,30437500
2013-02-01,25.214160919189453,25.493562320177887,23.651019069472863,25.048028955049723,27726000
2013-03-01,23.756731033325195,25.040471085992053,23.477329718538055,24.919648662248928,42818300
2013-04-01,22.93533706665039,24.40350462365503,21.54324202143696,24.015542068193888,54598100
2013-05-01,23.612367630004883,23.96989972554115,22.250700154849177,22.821230928050436,32097100
2013-06-01,22.821229934692383,23.93946967915581,21.809488798958412,23.589544849939195,37838000
2013-07-01,23.328720092773438,25.1309061867814,22.91460010011782,23.044971046392146,50334200
2013-08-01,23.144670486450195,23.689160038790686,22.224404682577447,23.52044527526029,37623400
2013-09-01,23.574129104614258,24.24899113930556,23.137003324021318,23.2980490483567,27820900
2013-10-01,23.94282341003418,24.236506386275135,23.169975644901328,23.66459921696764,31033000
